age,gender,education,department,job_role,monthly_income,years_at_company,promotions,overtime,performance_rating,attrition
36,Male,Post-Graduate,IT,Lead,74967,6,1,No,2,1
35,Male,Post-Graduate,IT,Manager,49552,7,1,No,2,0
30,Male,Post-Graduate,IT,Manager,60815,10,1,No,2,0
46,Female,Post-Graduate,HR,Lead,80373,3,1,Yes,3,0
42,Male,Graduate,IT,Lead,70843,9,2,Yes,2,1
43,Female,Post-Graduate,HR,Lead,74627,7,2,No,2,1
45,Male,Graduate,IT,Lead,64102,9,1,Yes,2,1
38,Male,Post-Graduate,HR,Lead,60108,6,1,No,2,0
35,Male,Graduate,IT,Lead,81742,8,1,No,2,0
41,Male,PhD,Sales,Manager,52208,5,1,Yes,2,0
35,Female,Post-Graduate,HR,Executive,64617,9,2,No,3,0
42,Male,Post-Graduate,IT,Lead,56265,6,2,No,2,1
36,Male,Post-Graduate,IT,Lead,64505,8,2,Yes,2,0
35,Male,Post-Graduate,IT,Manager,48747,7,1,No,2,0
60,Female,PhD,IT,Executive,85969,7,4,No,3,1
39,Male,Post-Graduate,IT,Manager,66016,6,1,No,2,0
39,Female,Post-Graduate,HR,Executive,83842,7,2,No,2,1
35,Male,Post-Graduate,IT,Lead,62415,7,1,No,2,0
47,Male,Post-Graduate,IT,Lead,83506,10,2,Yes,2,1
41,Male,Post-Graduate,IT,Lead,85426,7,2,Yes,2,1
41,Male,Post-Graduate,IT,Manager,86757,6,1,Yes,1,1
42,Male,Post-Graduate,HR,Manager,62780,6,1,Yes,2,0
43,Female,Post-Graduate,IT,Lead,64885,8,2,No,2,1
42,Female,Post-Graduate,HR,Lead,78396,6,2,Yes,2,1
36,Male,Post-Graduate,HR,Manager,46974,7,1,Yes,2,0
46,Female,Post-Graduate,HR,Lead,61022,1,1,No,2,0
42,Male,Post-Graduate,IT,Lead,64579,10,2,No,2,1
48,Male,Post-Graduate,IT,Lead,59557,11,2,No,2,1
47,Male,Post-Graduate,IT,Lead,48290,10,1,No,2,1
32,Male,PhD,HR,Lead,37237,9,2,Yes,2,0
31,Male,Post-Graduate,IT,Manager,34719,9,1,No,2,0
39,Female,Post-Graduate,HR,Lead,65308,7,1,No,2,1
36,Female,Post-Graduate,IT,Lead,62355,7,2,No,3,1
42,Male,Post-Graduate,HR,Lead,64557,5,1,No,2,0
36,Female,Post-Graduate,HR,Lead,54126,7,2,Yes,3,0
39,Male,Post-Graduate,HR,Manager,55852,6,0,No,1,0
41,Male,Post-Graduate,Sales,Lead,60628,5,1,Yes,2,0
44,Male,Graduate,IT,Lead,68483,11,1,Yes,2,1
38,Male,Post-Graduate,IT,Manager,31547,10,1,No,2,1
43,Female,Post-Graduate,IT,Lead,83890,6,2,No,3,1
38,Female,Post-Graduate,IT,Lead,91577,4,2,No,2,1
35,Male,Post-Graduate,HR,Lead,55920,8,1,Yes,2,0
44,Female,Post-Graduate,IT,Lead,66509,8,2,No,2,1
34,Male,Post-Graduate,Sales,Executive,95818,1,2,Yes,1,1
38,Female,Post-Graduate,Finance,Lead,92133,6,2,No,2,1
44,Male,Graduate,HR,Lead,86627,7,2,Yes,1,1
40,Female,Post-Graduate,IT,Lead,87936,5,2,Yes,2,1
36,Male,Post-Graduate,IT,Manager,67153,7,0,No,1,0
42,Female,Post-Graduate,IT,Lead,80651,8,2,No,2,1
39,Female,Post-Graduate,IT,Lead,44575,9,1,No,2,1
34,Male,Post-Graduate,Finance,Manager,63922,8,1,No,2,0
48,Female,Post-Graduate,IT,Lead,63558,7,2,No,2,1
36,Female,Post-Graduate,IT,Lead,84849,6,1,No,3,1
35,Female,Post-Graduate,HR,Lead,53480,8,2,No,2,0
38,Male,Post-Graduate,IT,Lead,67953,6,1,No,2,0
36,Male,Post-Graduate,HR,Lead,55227,8,1,Yes,2,0
33,Male,Post-Graduate,IT,Manager,46381,9,1,Yes,1,0
35,Male,Post-Graduate,HR,Lead,51428,8,2,No,2,0
41,Male,Graduate,IT,Manager,72717,5,0,No,2,0
46,Male,Post-Graduate,IT,Lead,98370,7,3,Yes,2,1
38,Male,Post-Graduate,HR,Manager,46178,5,1,No,2,0
43,Female,Post-Graduate,IT,Executive,85708,5,2,No,3,1
47,Female,Post-Graduate,HR,Lead,65579,7,2,Yes,2,1
39,Male,Post-Graduate,HR,Lead,68329,6,1,No,2,0
38,Male,Post-Graduate,HR,Lead,61794,5,1,No,2,0
37,Female,Post-Graduate,Sales,Lead,63566,8,2,Yes,3,0
40,Female,Post-Graduate,IT,Lead,87180,5,2,Yes,2,1
37,Female,Post-Graduate,HR,Lead,71335,8,2,Yes,3,0
35,Male,Graduate,IT,Lead,81677,8,1,No,2,1
43,Male,Post-Graduate,Finance,Lead,72963,10,2,No,2,1
46,Female,Post-Graduate,IT,Lead,75104,9,2,No,2,1
38,Male,Post-Graduate,IT,Lead,86322,6,1,No,2,0
40,Female,Post-Graduate,HR,Manager,43499,4,1,No,2,0
39,Female,Post-Graduate,HR,Lead,53756,5,1,No,2,0
44,Male,Graduate,IT,Lead,93796,8,2,Yes,2,1
44,Male,Post-Graduate,IT,Lead,79296,7,1,No,2,1
43,Male,Post-Graduate,IT,Lead,81336,6,1,Yes,1,1
35,Male,Post-Graduate,IT,Lead,76959,9,1,No,2,0
38,Male,Graduate,HR,Lead,72308,3,1,Yes,1,1
31,Male,Graduate,Finance,Manager,64998,8,1,No,2,0
42,Female,Post-Graduate,IT,Lead,95010,4,2,Yes,2,1
39,Male,Post-Graduate,IT,Lead,94479,9,0,No,2,0
35,Male,Graduate,IT,Lead,75651,7,1,No,2,1
34,Female,Post-Graduate,Finance,Lead,65223,7,1,No,2,0
34,Male,Post-Graduate,IT,Manager,46502,8,1,No,2,0
39,Female,Graduate,IT,Lead,79705,6,1,No,3,0
34,Male,Post-Graduate,IT,Lead,65022,8,2,No,2,0
39,Male,Post-Graduate,IT,Lead,65245,5,1,No,2,0
35,Male,Post-Graduate,HR,Lead,62872,9,2,Yes,2,0
38,Male,Graduate,Finance,Manager,77141,8,1,No,2,1
43,Male,Post-Graduate,HR,Lead,73320,5,1,Yes,2,1
41,Male,Post-Graduate,IT,Manager,64633,4,1,No,2,0
44,Female,Post-Graduate,IT,Executive,88481,6,2,No,3,1
39,Male,Post-Graduate,IT,Manager,68339,6,1,No,2,1
42,Female,Post-Graduate,IT,Lead,84915,6,2,No,2,1
43,Female,Post-Graduate,IT,Lead,84513,6,2,No,2,1
39,Male,Post-Graduate,HR,Manager,55263,6,1,No,2,0
48,Female,Post-Graduate,HR,Lead,68508,5,2,No,2,1
27,Male,Post-Graduate,Finance,Manager,47491,12,2,No,2,0
39,Female,Post-Graduate,IT,Lead,81228,6,2,No,2,1
38,Male,Post-Graduate,HR,Lead,61732,8,1,Yes,2,0
35,Male,Post-Graduate,IT,Lead,73035,5,1,No,1,1
34,Female,Post-Graduate,IT,Lead,58378,7,1,No,2,0
38,Male,Post-Graduate,IT,Lead,76076,10,1,Yes,2,1
39,Male,Graduate,IT,Lead,83561,7,2,Yes,2,1
39,Male,Post-Graduate,Finance,Manager,55504,9,1,No,2,1
41,Female,Post-Graduate,IT,Lead,72434,6,2,No,2,1
40,Female,Post-Graduate,IT,Lead,49234,9,1,No,2,1
45,Male,Post-Graduate,IT,Manager,49474,10,1,No,1,1
36,Female,Post-Graduate,IT,Lead,58145,6,2,No,2,0
35,Male,Post-Graduate,HR,Lead,48146,8,2,Yes,2,0
46,Female,Post-Graduate,IT,Lead,81601,7,2,No,2,1
35,Male,Post-Graduate,HR,Lead,80063,10,2,No,2,0
32,Male,Post-Graduate,IT,Manager,68510,9,0,No,1,0
34,Male,Post-Graduate,HR,Lead,75348,9,2,No,2,0
42,Female,Post-Graduate,IT,Lead,82897,6,2,Yes,2,1
41,Male,Post-Graduate,Sales,Lead,64122,6,1,Yes,2,0
37,Male,Post-Graduate,IT,Manager,59262,7,1,No,2,0
40,Male,Post-Graduate,Finance,Lead,100300,6,2,Yes,2,1
44,Male,Graduate,IT,Lead,78453,8,1,Yes,2,1
44,Female,Post-Graduate,IT,Lead,68014,5,2,No,2,1
40,Male,Post-Graduate,HR,Lead,83101,7,1,No,3,0
40,Male,Post-Graduate,HR,Manager,47418,3,1,Yes,2,0
40,Female,Post-Graduate,Finance,Lead,84026,7,2,No,3,1
36,Female,Post-Graduate,IT,Lead,102169,5,2,No,3,1
41,Male,Post-Graduate,IT,Lead,68608,7,2,No,2,1
47,Male,Post-Graduate,Finance,Lead,61659,9,1,No,2,1
35,Male,Post-Graduate,IT,Manager,62621,7,1,No,2,0
40,Male,Graduate,IT,Lead,87551,10,2,Yes,2,1
37,Male,Graduate,IT,Lead,96719,6,2,Yes,2,1
41,Male,Post-Graduate,HR,Manager,67257,5,0,Yes,2,0
36,Female,Post-Graduate,IT,Manager,46174,5,2,No,2,0
38,Male,Post-Graduate,IT,Lead,71823,7,1,No,2,1
43,Male,Post-Graduate,IT,Manager,66660,5,1,No,2,1
34,Male,Post-Graduate,HR,Manager,33533,8,1,Yes,1,0
41,Female,Post-Graduate,IT,Lead,89482,7,2,No,2,1
42,Female,Graduate,Finance,Lead,83449,8,2,No,3,1
35,Male,Post-Graduate,HR,Lead,68149,9,1,Yes,2,0
44,Female,Post-Graduate,HR,Lead,59135,7,2,No,2,1
39,Male,Post-Graduate,HR,Lead,64885,6,1,No,2,0
37,Male,Post-Graduate,IT,Lead,84882,8,1,No,2,0
40,Male,Post-Graduate,IT,Manager,84107,7,2,No,2,1
43,Female,Post-Graduate,IT,Lead,85472,5,2,Yes,2,0
39,Male,Graduate,IT,Lead,75190,6,0,No,2,0
31,Male,Post-Graduate,IT,Manager,59424,10,1,No,1,0
40,Female,Post-Graduate,IT,Lead,87706,6,2,No,2,1
39,Female,Post-Graduate,IT,Lead,83426,5,2,No,2,1
43,Male,Post-Graduate,IT,Lead,66723,9,1,Yes,1,1
47,Female,PhD,HR,Lead,60322,4,2,No,2,1
29,Male,Post-Graduate,IT,Manager,51843,10,2,No,1,0
39,Male,PhD,Sales,Lead,51166,5,1,Yes,2,0
40,Male,Post-Graduate,IT,Lead,75619,7,2,No,2,1
38,Male,Post-Graduate,HR,Lead,67689,8,1,Yes,2,0
38,Male,Post-Graduate,IT,Lead,79901,5,1,No,2,1
38,Male,Post-Graduate,HR,Lead,62561,8,1,Yes,2,0
40,Female,Post-Graduate,Finance,Lead,93064,7,2,No,3,1
32,Male,Post-Graduate,IT,Manager,61757,9,1,No,1,0
39,Male,Post-Graduate,IT,Lead,61669,5,1,No,2,0
35,Female,Post-Graduate,Finance,Lead,87137,7,2,No,2,1
34,Male,Post-Graduate,HR,Lead,49328,8,2,Yes,2,0
43,Male,Post-Graduate,IT,Lead,79688,7,1,No,2,1
50,Female,Post-Graduate,IT,Lead,89466,10,2,No,2,1
40,Male,Post-Graduate,HR,Manager,58708,3,0,No,2,0
38,Male,Post-Graduate,IT,Lead,79689,4,1,No,2,1
35,Male,Post-Graduate,IT,Lead,82834,8,2,No,3,0
38,Male,Post-Graduate,HR,Lead,60167,6,1,No,2,0
48,Male,Post-Graduate,IT,Manager,50170,11,1,Yes,1,1
44,Male,Post-Graduate,IT,Lead,91692,8,2,Yes,2,1
36,Male,Post-Graduate,HR,Lead,63787,7,2,Yes,2,0
38,Male,Post-Graduate,HR,Lead,67516,7,1,No,2,0
33,Male,Post-Graduate,HR,Manager,49645,8,1,Yes,1,0
38,Male,Post-Graduate,HR,Lead,57545,6,2,Yes,2,0
37,Female,Post-Graduate,IT,Lead,86495,5,2,No,2,1
34,Female,Graduate,IT,Lead,68376,7,2,No,3,0
36,Male,Graduate,IT,Lead,75901,7,1,No,2,1
39,Female,Post-Graduate,IT,Lead,72859,7,2,No,2,1
40,Male,Post-Graduate,IT,Manager,49317,4,0,No,1,0
44,Female,Post-Graduate,IT,Lead,84413,5,2,Yes,2,1
35,Male,PhD,HR,Manager,56760,8,0,Yes,1,0
31,Male,Post-Graduate,IT,Lead,55860,9,1,No,2,0
44,Female,Post-Graduate,HR,Lead,41775,9,1,No,2,1
36,Female,PhD,HR,Lead,67839,9,1,No,2,0
37,Male,Graduate,Finance,Manager,71671,7,1,No,2,0
46,Male,Post-Graduate,Finance,Lead,105731,12,3,Yes,2,1
42,Male,Graduate,IT,Executive,69369,9,1,No,2,1
41,Male,Post-Graduate,HR,Lead,57349,5,1,Yes,3,0
42,Male,Post-Graduate,Finance,Lead,84011,8,2,No,2,1
40,Male,Graduate,IT,Executive,80237,8,2,No,2,1
39,Male,Graduate,IT,Manager,72059,7,1,Yes,1,1
41,Male,Graduate,IT,Lead,94598,9,2,Yes,1,1
43,Female,Post-Graduate,Finance,Lead,71993,8,1,No,3,1
31,Male,Post-Graduate,IT,Lead,69414,10,2,No,2,0
35,Male,Post-Graduate,HR,Manager,50008,8,1,No,1,0
42,Female,Post-Graduate,IT,Manager,44815,2,1,Yes,3,0
33,Male,Graduate,IT,Lead,76960,7,2,No,2,1
39,Male,Post-Graduate,IT,Lead,55244,7,1,No,2,1
45,Female,Post-Graduate,IT,Lead,54478,9,1,No,2,1
34,Female,Post-Graduate,IT,Lead,82857,3,1,No,2,1
45,Male,Post-Graduate,IT,Lead,68751,10,1,No,2,1
29,Male,Post-Graduate,IT,Manager,76549,11,1,No,1,0
36,Male,Post-Graduate,HR,Manager,66709,7,1,Yes,2,0
41,Female,Post-Graduate,HR,Executive,82462,6,2,No,2,1
42,Male,Post-Graduate,HR,Lead,57984,5,1,Yes,2,0
44,Female,Post-Graduate,IT,Lead,92570,6,2,No,2,1
31,Male,Post-Graduate,IT,Manager,45760,9,1,No,2,0
28,Male,Post-Graduate,IT,Manager,44558,9,1,No,1,0
41,Female,Post-Graduate,HR,Lead,59337,5,2,No,2,1
36,Male,Post-Graduate,HR,Manager,51927,7,1,Yes,2,0
35,Male,Graduate,IT,Lead,68384,7,1,No,2,1
41,Female,Post-Graduate,HR,Executive,76273,5,2,No,2,1
39,Male,Post-Graduate,IT,Manager,77802,7,2,Yes,1,1
46,Female,Post-Graduate,HR,Executive,66352,7,2,Yes,2,1
50,Female,PhD,IT,Lead,72672,7,2,No,3,1
41,Female,Post-Graduate,IT,Lead,98715,5,2,No,2,1
37,Male,Post-Graduate,HR,Lead,79998,6,1,Yes,1,1
45,Male,Post-Graduate,IT,Lead,100422,7,3,Yes,2,1
43,Male,Post-Graduate,Finance,Lead,63004,10,1,No,2,1
49,Male,Post-Graduate,HR,Lead,79924,7,2,Yes,1,1
45,Male,Post-Graduate,IT,Lead,47695,9,1,No,2,1
41,Male,Post-Graduate,IT,Lead,51631,7,1,No,2,1
34,Male,Post-Graduate,IT,Manager,59172,8,1,No,2,0
42,Male,Post-Graduate,Finance,Lead,99078,9,2,No,2,1
36,Male,Post-Graduate,HR,Manager,55293,8,0,No,1,0
31,Male,Post-Graduate,HR,Manager,53557,10,1,No,2,0
39,Female,Post-Graduate,Finance,Lead,91618,8,2,No,3,1
37,Male,Post-Graduate,IT,Manager,58785,6,1,No,2,0
54,Male,Post-Graduate,IT,Lead,84705,8,2,Yes,2,1
33,Male,Post-Graduate,IT,Lead,53562,9,2,No,2,0
35,Male,Post-Graduate,IT,Lead,61618,7,1,No,2,0
41,Male,Post-Graduate,HR,Lead,63239,5,1,No,2,0
47,Male,Post-Graduate,Finance,Manager,100084,9,2,Yes,2,1
44,Male,Post-Graduate,IT,Lead,76990,6,2,Yes,1,1
41,Male,Post-Graduate,IT,Lead,63327,4,1,No,2,0
37,Male,Post-Graduate,HR,Lead,55249,5,1,No,2,0
46,Female,Post-Graduate,IT,Lead,79920,8,2,No,2,1
47,Male,Post-Graduate,HR,Manager,58951,1,0,Yes,2,0
39,Male,Post-Graduate,HR,Lead,65861,6,1,Yes,2,0
34,Male,Post-Graduate,IT,Lead,56726,7,1,No,1,1
40,Male,Post-Graduate,HR,Lead,80661,6,0,Yes,2,0
39,Female,Post-Graduate,HR,Lead,43163,4,2,Yes,2,0
28,Male,Post-Graduate,IT,Lead,65677,11,2,No,2,0
33,Female,Post-Graduate,HR,Lead,96860,2,2,No,2,1
37,Male,Post-Graduate,IT,Lead,67464,6,1,No,2,0
38,Male,Post-Graduate,HR,Lead,88142,4,2,Yes,1,1
32,Male,Post-Graduate,HR,Manager,52095,9,1,Yes,1,0
33,Male,Post-Graduate,IT,Manager,54468,8,1,No,2,0
38,Female,Post-Graduate,IT,Lead,81396,5,2,No,2,1
48,Female,Post-Graduate,IT,Lead,68416,8,2,No,2,1
32,Male,Post-Graduate,HR,Lead,65220,10,1,Yes,2,0
43,Male,Post-Graduate,IT,Manager,81050,6,1,Yes,2,1
44,Male,Post-Graduate,Finance,Manager,95850,10,2,Yes,2,1
39,Male,Post-Graduate,IT,Lead,88573,7,2,Yes,2,1
46,Female,Post-Graduate,HR,Lead,89330,4,2,Yes,1,1
33,Male,PhD,HR,Manager,46724,8,1,No,2,0
36,Male,Post-Graduate,IT,Lead,69343,6,1,No,2,1
38,Male,Post-Graduate,IT,Lead,68834,6,1,No,2,0
35,Male,Post-Graduate,HR,Lead,61673,8,1,Yes,2,0
39,Female,Post-Graduate,IT,Lead,71204,7,1,No,2,1
42,Male,Graduate,IT,Lead,89516,6,1,Yes,3,0
43,Male,Post-Graduate,IT,Manager,61869,8,1,Yes,1,1
38,Male,Post-Graduate,HR,Lead,62263,8,1,Yes,2,0
43,Male,Post-Graduate,IT,Manager,70981,7,2,No,2,1
43,Male,Post-Graduate,IT,Manager,38311,9,0,No,2,1
44,Male,Graduate,IT,Lead,68708,7,1,No,2,1
46,Male,Post-Graduate,IT,Manager,67843,9,2,Yes,1,1
40,Male,PhD,Sales,Manager,44194,6,1,Yes,2,0
46,Female,Post-Graduate,IT,Lead,56295,11,2,No,2,1
44,Female,Post-Graduate,IT,Lead,55287,8,1,No,2,1
53,Female,PhD,IT,Lead,94227,6,3,Yes,2,1
42,Male,PhD,Sales,Lead,52731,4,1,Yes,2,0
40,Male,Graduate,HR,Lead,69091,7,1,Yes,1,1
33,Male,Post-Graduate,IT,Lead,67101,8,1,Yes,2,0
40,Male,Post-Graduate,IT,Manager,70794,6,0,No,2,0
46,Female,Post-Graduate,IT,Lead,78011,6,2,No,2,1
39,Male,PhD,HR,Manager,48157,5,1,Yes,1,0
31,Male,Post-Graduate,HR,Lead,58738,10,2,Yes,2,0
46,Male,Post-Graduate,IT,Lead,68188,8,2,No,2,1
31,Male,Post-Graduate,IT,Manager,44292,9,1,No,2,0
38,Male,Post-Graduate,IT,Lead,61248,6,1,No,3,0
37,Male,Post-Graduate,IT,Lead,63249,8,1,No,1,1
45,Male,Post-Graduate,HR,Manager,48757,2,0,Yes,2,0
37,Female,Post-Graduate,HR,Executive,74600,6,2,No,2,1
35,Female,Post-Graduate,IT,Lead,64672,7,2,No,3,0
39,Female,Post-Graduate,IT,Lead,94445,7,2,Yes,2,1
41,Female,Post-Graduate,IT,Manager,69303,4,1,No,2,1
42,Male,Post-Graduate,HR,Lead,86723,7,0,Yes,2,0
37,Female,Graduate,IT,Lead,64799,6,2,No,3,1
42,Male,Post-Graduate,IT,Manager,85618,7,2,Yes,1,1
34,Male,Post-Graduate,IT,Lead,57988,8,1,No,2,0
36,Male,Post-Graduate,HR,Lead,61373,8,1,Yes,2,0
45,Male,Graduate,Finance,Manager,100478,11,2,Yes,2,1
42,Male,Post-Graduate,HR,Manager,57050,5,1,No,2,0
40,Female,Post-Graduate,IT,Lead,85856,6,2,No,2,1
43,Male,Post-Graduate,IT,Lead,72380,9,1,No,2,1
39,Male,Post-Graduate,IT,Lead,90821,6,1,No,2,1
36,Female,Post-Graduate,HR,Lead,70281,9,2,No,3,0
45,Male,Post-Graduate,IT,Manager,45808,9,1,No,2,1
32,Male,Post-Graduate,IT,Manager,53310,8,1,No,2,0
43,Male,Post-Graduate,IT,Manager,78993,8,2,Yes,1,1
43,Female,Post-Graduate,IT,Lead,75365,9,2,No,2,1
37,Male,Graduate,IT,Lead,74285,10,1,Yes,2,1
38,Male,Post-Graduate,HR,Lead,71034,7,1,No,2,0
40,Male,Post-Graduate,IT,Lead,81609,9,2,No,2,1
29,Male,Post-Graduate,Finance,Manager,50618,10,2,No,1,0
44,Male,Post-Graduate,IT,Lead,82569,7,2,Yes,1,1
44,Male,Post-Graduate,IT,Lead,67903,9,1,Yes,2,1
38,Male,Post-Graduate,HR,Manager,31697,5,1,Yes,1,0
38,Male,Post-Graduate,HR,Lead,49462,6,1,No,2,1
35,Male,Post-Graduate,IT,Lead,96185,7,1,No,2,1
48,Female,Post-Graduate,IT,Executive,88186,5,2,No,2,1
45,Female,Post-Graduate,IT,Lead,56473,8,2,No,2,1
40,Male,PhD,HR,Lead,55684,6,1,No,1,0
43,Female,Post-Graduate,HR,Lead,71141,4,1,No,3,0
37,Male,Graduate,Finance,Manager,68797,7,0,No,2,0
41,Male,Graduate,Finance,Lead,94655,8,2,Yes,2,1
44,Male,Post-Graduate,IT,Lead,59831,9,2,No,2,0
43,Female,Post-Graduate,IT,Lead,83824,5,2,No,2,1
41,Male,Graduate,IT,Lead,82656,8,2,Yes,2,1
38,Male,Post-Graduate,HR,Manager,75386,8,0,Yes,1,0
43,Male,Graduate,Finance,Manager,75560,11,2,Yes,2,1
53,Female,Post-Graduate,HR,Executive,59704,7,2,Yes,2,1
33,Male,Post-Graduate,IT,Manager,63050,7,0,No,1,0
50,Female,Post-Graduate,IT,Lead,63741,9,2,No,3,1
37,Male,Post-Graduate,IT,Lead,88854,9,2,No,3,0
43,Male,Graduate,IT,Lead,80328,8,1,Yes,1,1
38,Male,Graduate,HR,Lead,65958,5,1,Yes,1,1
39,Male,Post-Graduate,HR,Manager,72561,7,0,Yes,2,0
36,Male,Post-Graduate,HR,Lead,75332,9,1,No,2,0
38,Female,Post-Graduate,HR,Lead,55099,6,2,Yes,3,0
44,Female,PhD,IT,Lead,79369,6,2,No,3,1
30,Male,Post-Graduate,IT,Lead,62138,9,2,No,2,0
34,Female,Post-Graduate,IT,Lead,55861,7,2,No,2,0
39,Female,PhD,HR,Lead,41155,4,2,No,2,0
36,Male,Post-Graduate,HR,Lead,62318,8,1,Yes,2,0
40,Female,Post-Graduate,HR,Lead,66451,4,1,No,2,1
35,Male,Post-Graduate,HR,Lead,58786,8,1,No,2,0
43,Male,Post-Graduate,HR,Lead,67059,4,1,Yes,3,0
40,Male,Post-Graduate,Finance,Manager,83271,9,2,No,2,1
36,Female,Post-Graduate,HR,Lead,87490,5,2,No,2,1
38,Female,Post-Graduate,HR,Lead,58870,5,2,No,3,0
40,Female,Post-Graduate,IT,Executive,65952,8,2,No,3,1
30,Male,Post-Graduate,IT,Manager,63502,11,1,No,1,0
36,Male,Post-Graduate,HR,Lead,61340,6,1,No,2,0
40,Female,Post-Graduate,IT,Lead,107531,5,2,No,3,1
39,Male,Post-Graduate,HR,Lead,75937,8,1,Yes,2,0
36,Male,Post-Graduate,HR,Lead,69360,9,1,Yes,2,0
43,Female,Post-Graduate,IT,Lead,72962,6,2,No,2,1
45,Female,Post-Graduate,HR,Lead,56621,8,1,No,2,1
41,Male,Post-Graduate,HR,Lead,72358,5,1,No,2,0
39,Male,Graduate,IT,Lead,80827,7,1,No,2,1
36,Male,Graduate,HR,Executive,56347,7,1,No,2,1
42,Female,Post-Graduate,HR,Lead,73119,3,2,No,2,1
42,Male,Post-Graduate,HR,Lead,39601,7,1,No,1,1
44,Male,Post-Graduate,Finance,Manager,66556,8,2,No,2,1
36,Male,Post-Graduate,IT,Lead,86595,9,1,No,2,0
35,Male,Post-Graduate,HR,Lead,63850,8,1,No,2,0
37,Male,Post-Graduate,HR,Manager,52902,6,1,Yes,2,0
36,Male,Post-Graduate,HR,Lead,67422,9,1,Yes,2,0
33,Male,Post-Graduate,IT,Manager,58627,9,1,No,2,0
37,Male,Post-Graduate,IT,Manager,68293,6,1,No,2,0
39,Female,Post-Graduate,IT,Lead,85621,5,2,No,2,1
40,Male,Post-Graduate,HR,Manager,66586,7,0,Yes,1,0
39,Male,Post-Graduate,IT,Lead,61735,7,1,No,2,1
37,Male,PhD,Sales,Lead,66772,8,1,Yes,2,0
27,Male,Graduate,IT,Lead,84948,3,1,No,2,1
45,Female,Post-Graduate,HR,Executive,78911,5,2,Yes,2,1
31,Male,Graduate,IT,Lead,103613,5,1,Yes,2,1
42,Male,PhD,Sales,Manager,44359,3,1,Yes,2,0
44,Male,Post-Graduate,IT,Lead,71946,8,1,No,2,1
34,Male,Post-Graduate,HR,Manager,57252,9,1,No,1,0
35,Female,Post-Graduate,IT,Lead,75446,5,1,No,2,1
41,Male,PhD,HR,Manager,50051,5,1,Yes,2,0
37,Female,Post-Graduate,IT,Executive,79286,5,2,No,2,1
39,Male,Post-Graduate,HR,Lead,80823,7,1,No,2,0
39,Male,Post-Graduate,IT,Manager,60429,6,0,No,1,0
43,Male,Post-Graduate,Finance,Lead,70670,10,2,No,3,1
44,Male,Post-Graduate,HR,Lead,72268,4,0,No,2,0
40,Male,Graduate,IT,Lead,76080,5,1,Yes,3,0
40,Male,Post-Graduate,IT,Lead,70061,6,1,No,2,0
39,Female,Post-Graduate,IT,Executive,94436,6,2,Yes,2,1
36,Male,Post-Graduate,HR,Lead,62963,8,2,Yes,2,0
34,Male,Post-Graduate,HR,Manager,53147,10,1,No,1,0
46,Female,Post-Graduate,IT,Lead,69855,9,2,No,2,1
40,Male,Post-Graduate,Sales,Lead,58426,7,1,Yes,2,0
40,Female,Post-Graduate,HR,Executive,88052,3,2,No,2,1
35,Male,Post-Graduate,IT,Manager,55025,8,1,Yes,2,0
37,Male,Graduate,HR,Executive,77848,7,1,No,2,1
35,Female,Post-Graduate,Finance,Lead,66807,7,2,No,2,0
46,Female,Post-Graduate,IT,Lead,99881,5,2,Yes,1,1
42,Male,Post-Graduate,IT,Manager,77088,5,0,No,2,0
44,Male,Graduate,IT,Lead,62526,7,1,Yes,1,1
49,Male,Graduate,HR,Executive,70586,8,2,Yes,2,1
44,Female,Post-Graduate,IT,Lead,60614,7,2,No,2,1
44,Male,Post-Graduate,IT,Lead,41648,9,1,No,2,1
39,Male,Post-Graduate,HR,Lead,73032,6,1,Yes,2,0
37,Male,Post-Graduate,HR,Lead,72499,5,2,Yes,2,1
32,Male,Post-Graduate,HR,Lead,60901,10,1,No,2,0
36,Male,Graduate,IT,Lead,72766,6,1,No,2,1
45,Male,Post-Graduate,HR,Lead,62865,8,2,Yes,1,1
40,Male,Graduate,Finance,Manager,78533,8,2,No,3,1
40,Male,Post-Graduate,IT,Manager,63280,6,0,No,2,0
42,Male,Post-Graduate,IT,Lead,83048,7,2,No,2,1
41,Male,Post-Graduate,HR,Lead,69970,7,1,No,2,0
43,Female,Post-Graduate,HR,Executive,72945,7,2,No,2,1
41,Female,Post-Graduate,HR,Lead,53278,7,1,No,2,1
43,Male,Post-Graduate,IT,Lead,96542,7,2,Yes,2,1
39,Male,Post-Graduate,IT,Manager,68522,6,0,No,2,1
46,Female,Post-Graduate,HR,Lead,87759,7,2,Yes,2,1
43,Female,Post-Graduate,Finance,Lead,79347,9,2,No,3,1
29,Male,Post-Graduate,HR,Manager,51515,11,1,Yes,1,0
33,Male,Post-Graduate,HR,Manager,49135,8,1,No,2,0
31,Male,Post-Graduate,IT,Manager,79183,10,1,No,1,0
48,Male,Post-Graduate,IT,Lead,56468,9,1,No,2,1
35,Male,Post-Graduate,IT,Manager,42490,7,2,No,2,0
31,Male,Post-Graduate,Finance,Manager,58820,10,1,No,2,0
45,Female,Post-Graduate,IT,Lead,60310,6,2,No,2,1
40,Male,Post-Graduate,Sales,Manager,68058,7,0,Yes,1,0
34,Male,Post-Graduate,IT,Lead,82147,9,2,No,2,0
37,Male,Post-Graduate,HR,Lead,72839,8,1,No,2,0
